からすると,[],17
きり,[],17
か,[（高齢）化],17
いかに,[],17
いわゆる,[],17
かなえる,[],17
さらに,[],17
もたらす,[],17
わりに（は）,[～割に（は）],17
そのいっぽう,[その一方（で）],17
じんせい,[人生],17
のび,[伸び],17
のびる,[伸びる],17
けんこう,[健康],17
もと,[元],17
さきがみえない,[先が見えない],17
わりきる,[割り切る],17
うごかす,[動かす],17
いりょう,[医療],17
とう,[問う],17
きぐ,[器具],17
じゅみょう,[寿命],17
へいきん,[平均],17
とうぜん,[当然],17
かんじゃ,[患者],17
いし,[意思],17
すくう,[救う],17
あきらか,[明らか],17
ほんらい,[本来],17
なおす,[治す],17
むり,[無理],17
ぎせい,[犠牲],17
じょうたい,[状態],17
じょうきょう,[状況],17
いかす,[生かす],17
いきる,[生きる],17
めざす,[目指す],17
めざましい,[目覚ましい],17
かんご,[看護],17
けいざいてき,[経済的],17
くるしみ,[苦しみ],17
くるしむ,[苦しむ],17
いうまでもない,[言うまでもない],17
とげる,[遂げる],17
じゅうよう,[重要],17
ながいき,[長生き],17
こうれい,[高齢],17
こうれいか,[高齢化],17
